tnsn ,titem_name ,titem_price ,tdescription 
5350-00-174-1001 ,Abrasive Mesh Cloth (Waterproof) ,32.48,"Grit: 180. Silicon carbide. Abrasive cloth is ""screen type,"" an open mesh silicon carbide abrasive cloth. Coated on both sides with abrasive, the open concept precludes loading. Designed for metal working.  "
5350-00-174-1000 ,Abrasive Mesh Cloth (Waterproof) ,32.48,"Grit: 220. Silicon carbide. Abrasive cloth is ""screen type,"" an open mesh silicon carbide abrasive cloth. Coated on both sides with abrasive, the open concept precludes loading. Designed for metal working.  "
5350-00-174-0997 ,Abrasive Mesh Cloth (Waterproof) ,32.48,"Grit: 320. Silicon carbide. Abrasive cloth is ""screen type,"" an open mesh silicon carbide abrasive cloth. Coated on both sides with abrasive, the open concept precludes loading. Designed for metal working.  "
5345-01-122-1170 ,Abrasive Mini-Grind Wheel Kit (Aluminum ,29.07,"Aluminum Oxide. All flap wheels have a built-in 1/4"" x 20"" threaded end; 10 Grind-O-Flex wheels plus adapters and grits test kit. Includes: 1 ea 1"" diameter x 5/8"" width, 120 grit; 1 ea 1"" diameter x 1"" width, 60 grit; 1 ea 1-3/8 "" diameter x 5/8"" width, "
5350-00-186-8820 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 100; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-161-9044 ,Abrasive Paper (Sheet) ,29.23,"Grit size: 100; paper 70-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0882 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 120; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-161-9043 ,Abrasive Paper (Sheet) ,29.23,"Grit size: 120; paper 70-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0881 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 150; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-186-8821 ,Abrasive Paper (Sheet) ,29.23,"Grit size: 150; paper 70-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-271-7930 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 180; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-186-8819 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 220; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-186-8818 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 240; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-193-7211 ,Abrasive Paper (Sheet) ,25.06,"Grit size: 280; paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0888 ,Abrasive Paper (Sheet) ,23.75,"Grit size: 40. Backing 90 pound paper. Aluminum oxide. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0886 ,Abrasive Paper (Sheet) ,19.88,"Grit size: 50. Backing: 90 pound paper. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0885 ,Abrasive Paper (Sheet) ,19.84,"Grit size: 60; paper 90-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0883 ,Abrasive Paper (Sheet) ,14.07,"Grit size: 80;  paper 40-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-543-3600 ,Abrasive Paper (Sheet) ,22.04,"Grit size: 80; paper 90-lb. Aluminum oxide. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-221-0884 ,Abrasive Paper (Sheet) ,16.92,"Grit size: 80; paper 90-lb. Garnet. Non-waterproof paper sheet is primarily used in woodworking, hand-sanding and finishing applications.  "
5350-00-619-9166 ,Abrasive Silicon Carbide Paper Sheet (Wa ,10,Grit size: 100. Designed for use in wet application hand-sanding and finishing work.  
5350-00-721-8115 ,Abrasive Silicon Carbide Paper Sheet (Wa ,10.13,Grit size: 120. Designed for use in wet application hand-sanding and finishing work.  
5350-00-721-8116 ,Abrasive Silicon Carbide Paper Sheet (Wa ,8.67,Grit size: 150. Designed for use in wet application hand-sanding and finishing work.  
5350-00-721-8117 ,Abrasive Silicon Carbide Paper Sheet (Wa ,10.13,Grit size: 180. Designed for use in wet application hand-sanding and finishing work.  
5350-00-224-7202 ,Abrasive Silicon Carbide Paper Sheet (Wa ,7.16,Grit size: 360. Designed for use in wet application hand-sanding and finishing work.  
5350-00-224-7201 ,Abrasive Silicon Carbide Paper Sheet (Wa ,8.36,Grit size: 400. Designed for use in wet application hand-sanding and finishing work.  
5350-00-619-9168 ,Abrasive Silicon Carbide Paper Sheet (Wa ,11.98,Grit size: 60. Designed for use in wet application hand-sanding and finishing work.  
5350-00-619-9167 ,Abrasive Silicon Carbide Paper Sheet (Wa ,10.42,Grit size: 80. Designed for use in wet application hand-sanding and finishing work.  
5345-01-496-7235 ,Abrasive Wheel (Cut Off) ,16.12,"Grit: 60. Aluminum oxide. Abrasive oxide grinding wheel is for slicing or parting metal material. Wheel has a resinoid/glue bond; is 4-1/2"" diameter with 7/8"" arbor hole.  "
5130-00-286-7421 ,Abrasive Wheel (Cutting Off) ,1.06,"These ""abrasive"" grinding wheels are for removing material in various metalworking industries ranging from snagging operations, removal of excess metal from casting operations & high finish operations on foil rolls. B74.2 Wheel is grade R, with a grain si"
5130-00-063-2923 ,Abrasive Wheel (Cutting Off) ,2.36,"These ""abrasive"" grinding wheels are for removing material in various metalworking industries ranging from snagging operations, removal of excess metal from casting operations & high finish operations on foil rolls. B74.2 Wheel is grade R, with a grain si"
5130-00-049-7912 ,Abrasive Wheel (Depressed Center) ,3.14,"Aluminum oxide depressed-center wheel grinds and deburrs mild steel and nonferrous metals. ANSI B74.2 Type 27.  Wheel is grade U, with a grain size of 24 and a resinoid-reinforced bond type. Has a 7"" diameter, 1/4"" thickness and 7/8"" arbor hole diameter. "
5130-00-542-3313 ,Abrasive Wheel (Depressed Center) ,2.59,"These ""abrasive"" grinding wheels are for removing material in various metalworking industries ranging from snagging operations, removal of excess metal from casting operations & high finish operations on foil rolls. B74.2 Wheel is grade U, with a grain si"
7930-01-363-8631 ,Absorbent Material ,65.37,"Universal heavy-weight oil and water mat pad. Greatest absorption capacity, ideal for large volumes of liquid or when you plan to leave mat in place for an extended period. 100 pads absorbs up tp 24 gallons.  "
7930-01-353-6415 ,Absorbent Material ,63,"Absorbent sock with nominal dimensions of 4 X 48 inches.  Absorbent material composed of amorphous mineral silicates.  Use on oils, acids, (with the exception of Hydrofluoric Acid and (HF) compounds) bases, chemicals and toxic liquids.  All ingredients ar"
7930-01-301-2646 ,Absorbent Material ,60.32,"Absorbent socks used primarily in everyday housekeeping around machines that leak, seep, spill coolants or cutting and hydraulic oils. They fit snugly against machine bases and wrap around corners. Size: 3 inch diameter X 42 inch length.  "
7930-01-316-6008 ,Absorbent Material ,79.38,"Box contains 24, 32 ounce containers. Spill proof pans keep messy drips off your floors. Polyethylene Pig pan holds 3/4 gallon of oil, water, coolants and solvents. Low profile, 3"" clearance. Wide base prevents tipping. Absorbents inside pan holds liquid."
7930-00-269-1272 ,Absorbent Material ,24.6,"Granular material's sponge-like action soaks up oil, grease, and water. The user simply scatters this porous, absorbent compound around grease racks and other exceptionally dirty areas, then sweeps up. Eliminates slipping dangers.  "
7930-01-455-9536 ,Absorbent Material ,87.87,"Each roll is capable of absorbing 41 gallons, each roll is 150 feet long and 30 inches wide and perforated every 10 inches for tearing. Heavy-weight mat roll has great absorption power, double weight, perforated material roll. Ideal for large volumes of l"
7930-01-416-8858 ,Absorbent Material ,111.39,"Heavy weight absorbent mat designed to float on water while absorbing only petroleum derived  fluids such as oil, gasoline, kerosene, diesel fuel, etc. Treated to dissipate static for added safety in flammable vapor environments, (anti-static to prevent s"
4235-01-451-8744 ,Absorbent Pad ,72,"Cottonsoak sorbent pad is made of 100% cotton. Ideal for all hydrocarbon spills. Absorbs light oils, gasoline, diesel fuel, jet fuel and hydraulic oils (oil only). Each pad will absorb up to 0.25 gallons and is reusable up to 10 times. Incinerates efficie"
4235-01-441-0246 ,Absorbent Pad ,72,"Woolzorb sorbent pad is made of organic fibers and wool. Ideal for spills and cleanup in the shop and field. Absorbs oils, grease, coolants, solvents and water (universal). Each pad will absorb up to 0.25 gallons and is reusable up to 10 times. Incinerate"
4235-01-456-8571 ,Absorbent Pillow ,68.02,"Cotton sorbent pillow is made of 100% cotton. Ideal for spill cleanup. Absorbs oils, coolants and solvents (oil only). Each pillow will absorb up to 1.4 gallons and is reusable up to 10 times. Environmentally friendly and biodegradable.  "
7930-01-353-6414 ,Absorbent Pillow ,93.04,"Non-hazardous amorphous mineral silicate pillows. Pillows are ideal for use on unknown liquids. The inert, non-biodegradable sorbent is perfect for containment and clean up of organic and inorganic chemicals, petroleum-based liquids, solvent, coolants, as"
4235-01-456-8575 ,Absorbent Pillow ,68.02,"Wool sorbent pillow is made of wool and organic fibers. Ideal for spill cleanup. Absorbs oils, coolants, solvents and water (universal). Each pillow will absorb up to 1.4 gallons each and is reuseable up to 10 times. Environmentally friendly and biodegrad"
8040-01-181-2355 ,Accelerator (Acrylic Adhesive) ,12.62,An organic peroxide-based peroxide solution for use as a cure accelerant with Lord 200 and 500 series acrylic structural adhesives resins.  
8040-01-335-1402 ,Accelerator (Cyanoacrylate Instant Adhes ,6.33,"This accelerator that has cleaning properties for speeding the cure rates of cyanoacrylate instant adhesives. Excellent for cosmetic applications, for clear and transparent adhesive beads or fillets. Suitable for securing wires or coils to PCBs. Acetone b"
7530-00-243-9366 ,Accounting Book ,8.06,Contains 144 pages. Ruled paper. Opens at the end without index. Pages are not numbered. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  
7530-00-286-6207 ,Accounting Book ,3.69,"Contains 192 pages. Opens at the side. Pages are ruled across the 5-1/2"" wide with four columns on the  8"" side (Journal Ruled). Pages are  not numbered. Index is not included. Book features a stiff cloth cover with square corners and stitched binding. Co"
7530-00-222-3525 ,Accounting Book ,3.18,"Contains 192 pages. Opens at the side. Pages are ruled across the page, from left to right. Pages are not numbered. Index is not included. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  "
7530-00-222-3521 ,Accounting Book ,3.69,"Contains 192 pages. Opens at the side. Pages are ruled across the page, from left to right. Pages are not numbered. Index is not included. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  "
7530-00-222-3524 ,Accounting Book ,7.81,Contains 288 pages. Opens at the side and is alphabetically indexed throughout. Pages are not numbered. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  
7530-00-286-8363 ,Accounting Book ,7.41,"Contains 288 pages. Opens at the side. Pages are ruled across the page, from left to right. Pages are not numbered. Index is not included. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  "
7530-00-290-5028 ,Accounting Book ,9.78,"Contains 300 pages. Opens at the side. Pages are ruled across the page, from left to right. Pages are not numbered. Index is not included. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper.  "
7530-00-286-6211 ,Accounting Book ,16.12,Double entry. Paper is ledger ruled. Opens at the side and includes an alphabetically indexed section in front. Contains 288 numbered pages. Book features a stiff cloth cover with square corners and stitched binding. Contains white sulfite writing paper. 
